date,time,username,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,clean_text
2025-07-20,17:31:00,kii_princess,1,bagus ya,bagus ya,bagus ya,bagus ya,"['bagus', 'ya']","['bagus', 'ya']",bagus ya,bagus ya
2025-07-20,13:21:00,nora_racmadani,1,"masyaallah
😍😍👍👍👍","masyaallah
","masyaallah
",masyaallah,['masyaallah'],['masyaallah'],masyaallah,masyaallah
2025-07-19,12:07:00,yosephwachyu,1,boleh nanya Pak . . .,boleh nanya Pak   ,boleh nanya pak   ,boleh bertanya pak,"['boleh', 'bertanya', 'pak']",[],,boleh nanya pak
2025-07-18,16:07:00,pujiatir3,1,Anggrek nya bagus sekali,Anggrek nya bagus sekali,anggrek nya bagus sekali,anggrek ya bagus sekali,"['anggrek', 'ya', 'bagus', 'sekali']","['anggrek', 'ya', 'bagus']",anggrek ya bagus,anggrek nya bagus sekali
2025-07-20,18:30:00,nafsy_68,1,Kereen pak Dedek...Smg menular ke yg lain... sukses terus njeh Insya Allah KLO ke Batu pengen mampir 👍👍,Kereen pak DedekSmg menular ke yg lain sukses terus njeh Insya Allah KLO ke Batu pengen mampir ,kereen pak dedeksmg menular ke yg lain sukses terus njeh insya allah klo ke batu pengen mampir ,keren pak dedeksmg menular ke yang lain sukses terus njeh insya allah kalau ke batu pengin mampir,"['keren', 'pak', 'dedeksmg', 'menular', 'ke', 'yang', 'lain', 'sukses', 'terus', 'njeh', 'insya', 'allah', 'kalau', 'ke', 'batu', 'pengin', 'mampir']","['keren', 'dedeksmg', 'menular', 'sukses', 'njeh', 'insya', 'allah', 'batu', 'pengin', 'mampir']",keren dedeksmg tular sukses njeh insya allah batu pengin mampir,kereen pak dedeksmg menular ke yg lain sukses terus njeh insya allah klo ke batu pengen mampir
2025-06-27,14:26:00,iisbt8,1,keren pak wali.. 👍,keren pak wali ,keren pak wali ,keren pak wali,"['keren', 'pak', 'wali']","['keren', 'wali']",keren wali,keren pak wali
2025-07-19,02:20:00,mbaktitiek1,1,SAE sukses selalu Aamiin🥰🥰🥰🥰,SAE sukses selalu Aamiin,sae sukses selalu aamiin,sae sukses selalu amin,"['sae', 'sukses', 'selalu', 'amin']","['sae', 'sukses', 'amin']",sae sukses amin,sae sukses selalu aamiin
2025-06-03,12:32:00,nimadefitri,4,"Keren Anggrek Mas Dedek, sukses selalu ya. Terima kasih Bapak Wali Kota Batu mendukung Karya Anggrek PT Orchid Varian baru ""Dendrobium Prabowo Subianto""👍🌸 mBATU SAE👍",Keren Anggrek Mas Dedek sukses selalu ya Terima kasih Bapak Wali Kota Batu mendukung Karya Anggrek PT Orchid Varian baru Dendrobium Prabowo Subianto mBATU SAE,keren anggrek mas dedek sukses selalu ya terima kasih bapak wali kota batu mendukung karya anggrek pt orchid varian baru dendrobium prabowo subianto mbatu sae,keren anggrek mas adek sukses selalu ya terima kasih bapak wali kota batu mendukung karya anggrek pt orchid varian baru dendrobium prabowo subianto mbatu sae,"['keren', 'anggrek', 'mas', 'adek', 'sukses', 'selalu', 'ya', 'terima', 'kasih', 'bapak', 'wali', 'kota', 'batu', 'mendukung', 'karya', 'anggrek', 'pt', 'orchid', 'varian', 'baru', 'dendrobium', 'prabowo', 'subianto', 'mbatu', 'sae']","['keren', 'anggrek', 'mas', 'adek', 'sukses', 'ya', 'terima', 'kasih', 'wali', 'kota', 'batu', 'mendukung', 'karya', 'anggrek', 'pt', 'orchid', 'varian', 'dendrobium', 'prabowo', 'subianto', 'mbatu', 'sae']",keren anggrek mas adek sukses ya terima kasih wali kota batu dukung karya anggrek pt orchid varian dendrobium prabowo subianto mbatu sae,keren anggrek mas dedek sukses selalu ya terima kasih bapak wali kota batu mendukung karya anggrek pt orchid varian baru dendrobium prabowo subianto mbatu sae
2025-06-30,16:39:00,felisha.aulia1,1,"pak tolong anak sy butuh kerjaan tp anak sy mau buka usaha sendiri "" tolong sy pak""sy pendukung pak wawali",pak tolong anak sy butuh kerjaan tp anak sy mau buka usaha sendiri  tolong sy paksy pendukung pak wawali,pak tolong anak sy butuh kerjaan tp anak sy mau buka usaha sendiri  tolong sy paksy pendukung pak wawali,pak tolong anak saya butuh pekerjaan tapi anak saya mau buka usaha sendiri tolong saya paksy pendukung pak wawali,"['pak', 'tolong', 'anak', 'saya', 'butuh', 'pekerjaan', 'tapi', 'anak', 'saya', 'mau', 'buka', 'usaha', 'sendiri', 'tolong', 'saya', 'paksy', 'pendukung', 'pak', 'wawali']","['tolong', 'anak', 'butuh', 'pekerjaan', 'anak', 'buka', 'usaha', 'tolong', 'paksy', 'pendukung', 'wawali']",tolong anak butuh kerja anak buka usaha tolong paksy dukung wawali,pak tolong anak sy butuh kerjaan tp anak sy mau buka usaha sendiri tolong sy paksy pendukung pak wawali
2025-06-13,17:11:00,ayu9802,1,pasti bpk president datang batu sae pak wali,pasti bpk president datang batu sae pak wali,pasti bpk president datang batu sae pak wali,pasti bpk president datang batu sae pak wali,"['pasti', 'bpk', 'president', 'datang', 'batu', 'sae', 'pak', 'wali']","['bpk', 'president', 'batu', 'sae', 'wali']",bpk president batu sae wali,pasti bpk president datang batu sae pak wali
2025-06-29,17:18:00,annajaya01,1,bp Walikota ku 💪💪👍👍👍💖🇲🇨,bp Walikota ku ,bp walikota ku ,bp walikota ku,"['bp', 'walikota', 'ku']","['bp', 'walikota', 'ku']",bp walikota ku,bp walikota ku
2025-06-18,10:41:00,enny_sa,1,mdh² Batu smakin maju dibawah pimpinan Bliau...BATU SAE.👍👍🙏🏼🙏🏼..sukses sll Bapak 👍👍,mdh Batu smakin maju dibawah pimpinan BliauBATU SAEsukses sll Bapak ,mdh batu smakin maju dibawah pimpinan bliaubatu saesukses sll bapak ,mdh batu semakin maju dibawah pimpinan bliaubatu saesukses selalu bapak,"['mdh', 'batu', 'semakin', 'maju', 'dibawah', 'pimpinan', 'bliaubatu', 'saesukses', 'selalu', 'bapak']","['mdh', 'batu', 'maju', 'dibawah', 'pimpinan', 'bliaubatu', 'saesukses']",mdh batu maju bawah pimpin bliaubatu saesukses,mdh batu smakin maju dibawah pimpinan bliaubatu saesukses sll bapak
2025-06-04,15:53:00,empusupo.official,1,kota batu mendunia ❤👍🥰,kota batu mendunia ,kota batu mendunia ,kota batu mendunia,"['kota', 'batu', 'mendunia']","['kota', 'batu', 'mendunia']",kota batu dunia,kota batu mendunia
2025-06-05,10:39:00,.kibat.property,1,semangat pak wali,semangat pak wali,semangat pak wali,semangat pak wali,"['semangat', 'pak', 'wali']","['semangat', 'wali']",semangat wali,semangat pak wali
2025-06-16,20:36:00,reniapel,1,assallamualaikum...anggrek 'x bgs...kereenn...varian baru🥰,assallamualaikumanggrek x bgskereennvarian baru,assallamualaikumanggrek x bgskereennvarian baru,assallamualaikumanggrek kali bgskereennvarian baru,"['assallamualaikumanggrek', 'kali', 'bgskereennvarian', 'baru']","['assallamualaikumanggrek', 'kali', 'bgskereennvarian']",assallamualaikumanggrek kali bgskereennvarian,assallamualaikumanggrek x bgskereennvarian baru
2025-06-09,21:43:00,edy0161,1,BATU... Semakin SAE dan semakin Maju,BATU Semakin SAE dan semakin Maju,batu semakin sae dan semakin maju,batu semakin sae dan semakin maju,"['batu', 'semakin', 'sae', 'dan', 'semakin', 'maju']","['batu', 'sae', 'maju']",batu sae maju,batu semakin sae dan semakin maju
2025-06-03,17:25:00,agushasanhawafi,2,Gus e...kapan bikin music rock Gunung...biar terverifikasi Malang Raya barometer rock .era 70 an..,Gus ekapan bikin music rock Gunungbiar terverifikasi Malang Raya barometer rock era  an,gus ekapan bikin music rock gunungbiar terverifikasi malang raya barometer rock era  an,gus ekapan bikin music rock gunungbiar terverifikasi malang raya barometer rock era an,"['gus', 'ekapan', 'bikin', 'music', 'rock', 'gunungbiar', 'terverifikasi', 'malang', 'raya', 'barometer', 'rock', 'era', 'an']","['gus', 'ekapan', 'bikin', 'music', 'rock', 'gunungbiar', 'terverifikasi', 'malang', 'raya', 'barometer', 'rock', 'era', 'an']",gus ekapan bikin music rock gunungbiar verifikasi malang raya barometer rock era an,gus ekapan bikin music rock gunungbiar terverifikasi malang raya barometer rock era an
2025-06-07,15:19:00,bhumipradhita,1,jalan2 ke pasar pak,jalan ke pasar pak,jalan ke pasar pak,jalan ke pasar pak,"['jalan', 'ke', 'pasar', 'pak']","['jalan', 'pasar']",jalan pasar,jalan ke pasar pak
2025-06-03,11:02:00,yupy588,1,Mantap Pak Wali kota Batu.. mau Terus BATU SAE 🥰💪💪❤‍🩹❤‍🩹🦚🌾🌾🙏,Mantap Pak Wali kota Batu mau Terus BATU SAE ,mantap pak wali kota batu mau terus batu sae ,mantap pak wali kota batu mau terus batu sae,"['mantap', 'pak', 'wali', 'kota', 'batu', 'mau', 'terus', 'batu', 'sae']","['mantap', 'wali', 'kota', 'batu', 'batu', 'sae']",mantap wali kota batu batu sae,mantap pak wali kota batu mau terus batu sae
2025-06-04,20:15:00,pasiatiayu,1,keren anggereya bang😳😳😳🥰🥰🥰❤️❤️👌👌👌🙏🙏,keren anggereya bang,keren anggereya bang,keren anggereya abang,"['keren', 'anggereya', 'abang']","['keren', 'anggereya', 'abang']",keren anggereya abang,keren anggereya bang
2025-06-05,11:26:00,sakulcaemflorist,2,"Jadikan kota batu sentra tanaman hias nasional cak wali,manstaaap SAE👍",Jadikan kota batu sentra tanaman hias nasional cak walimanstaaap SAE,jadikan kota batu sentra tanaman hias nasional cak walimanstaaap sae,jadikan kota batu sentra tanaman hias nasional cak walimanstaaap sae,"['jadikan', 'kota', 'batu', 'sentra', 'tanaman', 'hias', 'nasional', 'cak', 'walimanstaaap', 'sae']","['jadikan', 'kota', 'batu', 'sentra', 'tanaman', 'hias', 'nasional', 'cak', 'walimanstaaap', 'sae']",jadi kota batu sentra tanam hias nasional cak walimanstaaap sae,jadikan kota batu sentra tanaman hias nasional cak walimanstaaap sae
2025-06-06,09:27:00,yunidwi099,1,selamat pagiiii pak walikota ku...👍👍👍,selamat pagiiii pak walikota ku,selamat pagiiii pak walikota ku,selamat pagiiii pak walikota ku,"['selamat', 'pagiiii', 'pak', 'walikota', 'ku']","['selamat', 'pagiiii', 'walikota', 'ku']",selamat pagiiii walikota ku,selamat pagiiii pak walikota ku
2025-06-03,14:30:00,user794050988298,3,SAE P Wali,SAE P Wali,sae p wali,sae p wali,"['sae', 'p', 'wali']","['sae', 'p', 'wali']",sae p wali,sae p wali
2025-06-03,19:53:00,oktevabusokte,1,"wujud nyata dari sinergi antara petani anggrek dan pemerintah pemerintah kota,dalam upaya mengangkat potensi lokal ke panggung dunia kesan kesannya, ada harapan besar di balik ke indahan bunga ini",wujud nyata dari sinergi antara petani anggrek dan pemerintah pemerintah kotadalam upaya mengangkat potensi lokal ke panggung dunia kesan kesannya ada harapan besar di balik ke indahan bunga ini,wujud nyata dari sinergi antara petani anggrek dan pemerintah pemerintah kotadalam upaya mengangkat potensi lokal ke panggung dunia kesan kesannya ada harapan besar di balik ke indahan bunga ini,wujud nyata dari sinergi antara petani anggrek dan pemerintah pemerintah kotadalam upaya mengangkat potensi lokal ke panggung dunia kesan kesannya ada harapan besar di balik ke indahan bunga ini,"['wujud', 'nyata', 'dari', 'sinergi', 'antara', 'petani', 'anggrek', 'dan', 'pemerintah', 'pemerintah', 'kotadalam', 'upaya', 'mengangkat', 'potensi', 'lokal', 'ke', 'panggung', 'dunia', 'kesan', 'kesannya', 'ada', 'harapan', 'besar', 'di', 'balik', 'ke', 'indahan', 'bunga', 'ini']","['wujud', 'nyata', 'sinergi', 'petani', 'anggrek', 'pemerintah', 'pemerintah', 'kotadalam', 'upaya', 'mengangkat', 'potensi', 'lokal', 'panggung', 'dunia', 'kesan', 'kesannya', 'harapan', 'indahan', 'bunga']",wujud nyata sinergi tani anggrek perintah perintah kotadalam upaya angkat potensi lokal panggung dunia kesan kesan harap indah bunga,wujud nyata dari sinergi antara petani anggrek dan pemerintah pemerintah kotadalam upaya mengangkat potensi lokal ke panggung dunia kesan kesannya ada harapan besar di balik ke indahan bunga ini
2025-06-21,16:50:00,lativasri,1,pak warung sy kena gusur ! di jln Embong kembar tlg pak sy ijin buka wrg lagi 🙏,pak warung sy kena gusur  di jln Embong kembar tlg pak sy ijin buka wrg lagi ,pak warung sy kena gusur  di jln embong kembar tlg pak sy ijin buka wrg lagi ,pak warung saya kena gusur di jalan embong kembar tolong pak saya ijin buka wrg lagi,"['pak', 'warung', 'saya', 'kena', 'gusur', 'di', 'jalan', 'embong', 'kembar', 'tolong', 'pak', 'saya', 'ijin', 'buka', 'wrg', 'lagi']","['warung', 'kena', 'gusur', 'jalan', 'embong', 'kembar', 'tolong', 'ijin', 'buka', 'wrg']",warung kena gusur jalan embong kembar tolong ijin buka wrg,pak warung sy kena gusur di jln embong kembar tlg pak sy ijin buka wrg lagi
2025-06-03,14:07:00,maezura_florist,2,di bantu pak. di kota kita banyak curanmor kendaraan pada minggu siang saat ke kebun,di bantu pak di kota kita banyak curanmor kendaraan pada minggu siang saat ke kebun,di bantu pak di kota kita banyak curanmor kendaraan pada minggu siang saat ke kebun,di bantu pak di kota kita banyak curanmor kendaraan pada minggu siang saat ke kebun,"['di', 'bantu', 'pak', 'di', 'kota', 'kita', 'banyak', 'curanmor', 'kendaraan', 'pada', 'minggu', 'siang', 'saat', 'ke', 'kebun']","['bantu', 'kota', 'curanmor', 'kendaraan', 'minggu', 'siang', 'kebun']",bantu kota curanmor kendara minggu siang kebun,di bantu pak di kota kita banyak curanmor kendaraan pada minggu siang saat ke kebun
2025-06-06,18:58:00,jascpcco,1,cak Nur sama mas Heli wali dan wawali SAE buat kota Batu tercinta semoga pak presiden bisa Hadir dari bolo bolo Gintung Bulukerto juga banyak bunga,cak Nur sama mas Heli wali dan wawali SAE buat kota Batu tercinta semoga pak presiden bisa Hadir dari bolo bolo Gintung Bulukerto juga banyak bunga,cak nur sama mas heli wali dan wawali sae buat kota batu tercinta semoga pak presiden bisa hadir dari bolo bolo gintung bulukerto juga banyak bunga,cak nur sama mas heli wali dan wawali sae buat kota batu tercinta semoga pak presiden bisa hadir dari bolo bolo gintung bulukerto juga banyak bunga,"['cak', 'nur', 'sama', 'mas', 'heli', 'wali', 'dan', 'wawali', 'sae', 'buat', 'kota', 'batu', 'tercinta', 'semoga', 'pak', 'presiden', 'bisa', 'hadir', 'dari', 'bolo', 'bolo', 'gintung', 'bulukerto', 'juga', 'banyak', 'bunga']","['cak', 'nur', 'mas', 'heli', 'wali', 'wawali', 'sae', 'kota', 'batu', 'tercinta', 'semoga', 'presiden', 'hadir', 'bolo', 'bolo', 'gintung', 'bulukerto', 'bunga']",cak nur mas heli wali wawali sae kota batu cinta moga presiden hadir bolo bolo gintung bulukerto bunga,cak nur sama mas heli wali dan wawali sae buat kota batu tercinta semoga pak presiden bisa hadir dari bolo bolo gintung bulukerto juga banyak bunga
2025-06-03,12:42:00,cipto.wiyono5,1,bagus sekali,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus,bagus sekali
2025-07-20,07:32:00,aryodinoto8,0,keren,keren,keren,keren,['keren'],['keren'],keren,keren
2025-05-24,23:01:00,alfi.cantika8,0,"saya punya grup taruna tani pak kususnya desa pendem dusun pend m,sudah ada sk nya pak sampai sekarang kok dari pemerintahan kota batu gak ada perkembangan pak",saya punya grup taruna tani pak kususnya desa pendem dusun pend msudah ada sk nya pak sampai sekarang kok dari pemerintahan kota batu gak ada perkembangan pak,saya punya grup taruna tani pak kususnya desa pendem dusun pend msudah ada sk nya pak sampai sekarang kok dari pemerintahan kota batu gak ada perkembangan pak,saya punya grup taruna tani pak khususnya desa pendem dusun pend msudah ada suka ya pak sampai sekarang kok dari pemerintahan kota batu tidak ada perkembangan pak,"['saya', 'punya', 'grup', 'taruna', 'tani', 'pak', 'khususnya', 'desa', 'pendem', 'dusun', 'pend', 'msudah', 'ada', 'suka', 'ya', 'pak', 'sampai', 'sekarang', 'kok', 'dari', 'pemerintahan', 'kota', 'batu', 'tidak', 'ada', 'perkembangan', 'pak']","['grup', 'taruna', 'tani', 'desa', 'pendem', 'dusun', 'pend', 'msudah', 'suka', 'ya', 'pemerintahan', 'kota', 'batu', 'perkembangan']",grup taruna tani desa pendem dusun pend msudah suka ya perintah kota batu kembang,saya punya grup taruna tani pak kususnya desa pendem dusun pend msudah ada sk nya pak sampai sekarang kok dari pemerintahan kota batu gak ada perkembangan pak
2025-05-21,21:02:00,sakulcaemflorist,1,"manstaaap cak wali,mbatu sae👍👍👍",manstaaap cak walimbatu sae,manstaaap cak walimbatu sae,manstaaap cak walimbatu sae,"['manstaaap', 'cak', 'walimbatu', 'sae']","['manstaaap', 'cak', 'walimbatu', 'sae']",manstaaap cak walimbatu sae,manstaaap cak walimbatu sae
2025-05-21,22:19:00,hermantwow,1,"usul pak SAE, lapangan kerja kota batu blm ada",usul pak SAE lapangan kerja kota batu blm ada,usul pak sae lapangan kerja kota batu blm ada,usul pak sae lapangan kerja kota batu belum ada,"['usul', 'pak', 'sae', 'lapangan', 'kerja', 'kota', 'batu', 'belum', 'ada']","['usul', 'sae', 'lapangan', 'kerja', 'kota', 'batu']",usul sae lapang kerja kota batu,usul pak sae lapangan kerja kota batu blm ada
2025-05-24,07:03:00,wenitika0,1,ank tukang ngojek boleh GK pak,ank tukang ngojek boleh GK pak,ank tukang ngojek boleh gk pak,anak tukang ngojek boleh tidak pak,"['anak', 'tukang', 'ngojek', 'boleh', 'tidak', 'pak']","['anak', 'tukang', 'ngojek']",anak tukang ngojek,ank tukang ngojek boleh gk pak
2025-05-24,22:58:00,alfi.cantika8,0,"assalamu alaikum pak ngapunten, saya atas nama adi sunarko tlg pak desa pendem atau dusun pendem, tlg pak wali dan pak hely,sebagai pintu gerbang kota wisata batu tlg pak d benahi supaya sae",assalamu alaikum pak ngapunten saya atas nama adi sunarko tlg pak desa pendem atau dusun pendem tlg pak wali dan pak helysebagai pintu gerbang kota wisata batu tlg pak d benahi supaya sae,assalamu alaikum pak ngapunten saya atas nama adi sunarko tlg pak desa pendem atau dusun pendem tlg pak wali dan pak helysebagai pintu gerbang kota wisata batu tlg pak d benahi supaya sae,assalamu alaikum pak ngapunten saya atas nama adi sunarko tolong pak desa pendem atau dusun pendem tolong pak wali dan pak helysebagai pintu gerbang kota wisata batu tolong pak di benahi supaya sae,"['assalamu', 'alaikum', 'pak', 'ngapunten', 'saya', 'atas', 'nama', 'adi', 'sunarko', 'tolong', 'pak', 'desa', 'pendem', 'atau', 'dusun', 'pendem', 'tolong', 'pak', 'wali', 'dan', 'pak', 'helysebagai', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'tolong', 'pak', 'di', 'benahi', 'supaya', 'sae']","['assalamu', 'alaikum', 'ngapunten', 'nama', 'adi', 'sunarko', 'tolong', 'desa', 'pendem', 'dusun', 'pendem', 'tolong', 'wali', 'helysebagai', 'pintu', 'gerbang', 'kota', 'wisata', 'batu', 'tolong', 'benahi', 'sae']",assalamu alaikum ngapunten nama adi sunarko tolong desa pendem dusun pendem tolong wali helysebagai pintu gerbang kota wisata batu tolong benah sae,assalamu alaikum pak ngapunten saya atas nama adi sunarko tlg pak desa pendem atau dusun pendem tlg pak wali dan pak helysebagai pintu gerbang kota wisata batu tlg pak d benahi supaya sae
2025-05-22,02:08:00,rubiani71,0,wah Alhamdulillah,wah Alhamdulillah,wah alhamdulillah,wah alhamdulillah,"['wah', 'alhamdulillah']",['alhamdulillah'],alhamdulillah,wah alhamdulillah
2025-06-03,20:06:00,oktevabusokte,0,kopi,kopi,kopi,kopi,['kopi'],['kopi'],kopi,kopi
2025-05-28,19:06:00,bambang_wachyudi,2,MBATU SAE...,MBATU SAE,mbatu sae,mbatu sae,"['mbatu', 'sae']","['mbatu', 'sae']",mbatu sae,mbatu sae
2025-05-28,20:33:00,sakulcaemflorist,2,Juooozzz cak wali n cak wawali👍,Juooozzz cak wali n cak wawali,juooozzz cak wali n cak wawali,juooozzz cak wali n cak wawali,"['juooozzz', 'cak', 'wali', 'n', 'cak', 'wawali']","['juooozzz', 'cak', 'wali', 'n', 'cak', 'wawali']",juooozzz cak wali n cak wawali,juooozzz cak wali n cak wawali
